ID,Text,Translation,Old Text,Old Translation,Status,Gender,Critical Warnings,Non-critical Warnings,Platform Warnings,Location,Context,Section,Actor,Voice Actor,Revision,Old Revision,Edit Distance
13489,Let's reap our rewards!,Zbierzmy nasze nagrody!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00028),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
13490,"We have discovered more of the odd tracks. We must be getting closer.

It appears that more tracks are converging and heading in the same direction.","Odkryliśmy więcej dziwnych śladów. Pewnie jesteśmy blisko.

Wygląda na to, że coraz więcej śladów się zbiega i prowadzi w tym samym kierunku.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00042),Scenario UndergroundAnomalies_FollowUps text,,,,1005383,,
13491,Stay on the the trail!,Trzymać się na tropie!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00044),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
13492,Could this be where the tracks terminate?,Dokąd mogą prowadzić te ślady?,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00047),Scenario UndergroundAnomalies_FollowUps description,,,,1005383,,
13493,Our Destination?,Nasz cel?,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00053),Scenario UndergroundAnomalies_FollowUps display_name,,,,1005383,,
13494,"We have found what we believe to be the end of the trail. A collection of objects and resources that is quite valuable to us.

We can salvage the useful materials from between the rocks and debris. Our scientists are still uncertain about the cause of this phenomenon. 

<effect> Gain <preciousmetals(17000)> <polymers(21000)> <metals(32000)>","Znaleźliśmy coś, co wydaje się końcem tropu. Znajduje się tam zbiór przedmiotów i zasobów, które są dość cenne.

Możemy wydobyć przydatne materiały spomiędzy kamieni i rumoszu. Nasi naukowcy wciąż nie mają pewności, co do przyczyny tego zjawiska.

<effect> Zyskujesz <preciousmetals(17000)>, <polymers(21000)> i <metals(32000)>.","We have found what we believe to be the end of the trail. A collection of objects and resources that is quite valuable to us.

We can salvage the useful materials from between the rocks and debris. Our scientists are still uncertain about the cause of this phenomenon. 

<Effect> Gain 17 Rare Metals, 21 Polymers & 32 Metals","Znaleźliśmy coś, co wydaje się końcem śladów. Znajduje się tam zbiór przedmiotów i zasobów, które są dość cenne.

Możemy wydobyć przydatne materiały spomiędzy kamieni i rumoszu. Nasi naukowcy wciąż nie mają pewności co do przyczyny tego zjawiska.

<Effect> Zyskujesz 17 jednostek rzadkich metali, 21 jednostek polimerów i 32 jednostki metali.",OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00064),Scenario UndergroundAnomalies_FollowUps text,,,,1006192,,
13495,Lets take what is useful to us.,"Zabierzmy to, co się nam przyda.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00066),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
13496,"We have found what we believe to be the end of the trail. A dark pit that swallows all the tracks.

The technology that we possess is unable to determine the depth of this pit. Scientists are confused and unnerved by this odd phenomenon. It seems like objects are occassionally ever so slowly pulled towards its gaping abyss, only to be dragged past the edge never to be seen again. 

The scientists wish to experiment and study the hole, convinced that there are answers to the currently inexplicable behavior. 

<effect> Unlocks the Buried Wonder: The Bottomless Pit","Znaleźliśmy coś, co wydaje się końcem tropu – ciemną dziurę, w której giną wszystkie ślady.

Poziom naszej techniki uniemożliwia określenie głębokości tej jamy. Naukowcy są zmieszani i zaniepokojeni istnieniem tego dziwnego fenomenu. Wygląda na to, że różne obiekty są od czasu do czasu przyciągane w kierunku ziejącej przepaści, przetaczają się przez krawędź i znikają na zawsze. 

Uczeni pragną przeprowadzić odpowiednie eksperymenty i zbadać ten otwór, w przekonaniu, że znajdują się tam wyjaśnienia tego aktualnie niezrozumiałego zjawiska.

<effect> Odblokowuje zasypany cud, bezdenną jamę.","We have found what we believe to be the end of the trail. A dark pit that swallows all the tracks.

The technology that we possess is unable to determine the depth of this pit. Scientists are confused and unnerved by this odd phenomenon. It seems like objects are occassionally ever so slowly pulled towards its gaping abyss, only to be dragged past the edge never to be seen again. 

The scientists wish to experiment and study the hole, convinced that there are answers to the currently inexplicable behavior. 

<Effect> Unlocks the Buried Wonder, the Bottomless Pit","Znaleźliśmy coś, co wydaje się końcem tropu – ciemną dziurę, w której giną wszystkie ślady.

Poziom naszej techniki uniemożliwia określenie głębokości tej jamy. Naukowcy są zmieszani i zaniepokojeni istnieniem tego dziwnego fenomenu. Wygląda na to, że różne obiekty są od czasu do czasu przyciągane w kierunku ziejącej przepaści, przetaczają się przez krawędź i znikają na zawsze. 

Uczeni pragną przeprowadzić odpowiednie eksperymenty i zbadać ten otwór, w przekonaniu, że znajdują się tam wyjaśnienia tego aktualnie niezrozumiałego zjawiska.

<Effect> Odblokowuje zasypany cud, bezdenną jamę.",OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00084),Scenario UndergroundAnomalies_FollowUps text,,,,1006192,,
13497,Lets get to the bottom of this.,Dotrzemy do sedna tej sprawy.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00086),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
13498,"As predicted by our Geologists, the stalactite is a real treasure!
The vibrations were caused by small cavities filled with gas slowly collapsing. Some were intact and we were able to determine Mars’ atmosphere composition from thousands of years ago. Even though our geologists are still extracting the data, but this is already proving to be a major discovery!

<effect> Gain <research(5000)>","Tak jak przewidzieli nasi geolodzy, ten stalaktyt to prawdziwy skarb!
Drgania były spowodowane przez powolny rozpad niewielkich inkluzji wypełnionych gazem. Część z nich przetrwała do chwili badania, dzięki czemu zdołaliśmy ustalić skład atmosfery Marsa sprzed tysięcy  lat. Badania jeszcze trwają, ale już wiemy, że to wielkie odkrycie!

<effect> Zyskujesz <research(5000)>.","As predicted by our Geologists, the stalagmite is a treasure!","Zgodnie z przewidywaniami naszych geologów, stalagmit to prawdziwy skarb!",OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00094),Scenario UndergroundAnomalies_FollowUps text,,,,1006192,,
13499,Excellent!,Wyśmienicie!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00096),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
13500,"Unfortunately, this location did not contain any usable rare metals. Our geologists did warn us of this being a possibility, but it is disappointing nonetheless. ","Niestety to miejsce nie zawiera żadnych rzadkich metali nadających się do wykorzystania. Nasi geolodzy ostrzegali nas o tej możliwości, ale to i tak rozczarowujące. ",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00108),Scenario UndergroundAnomalies_FollowUps text,,,,1005383,,
13501,Better luck next time.,Oby się nam poszczęściło innym razem.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00110),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
13485,Anomaly Analyzed,Zbadano anomalię,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00117),Scenario UndergroundAnomalies_FollowUps title,,,,1005383,,
13502,"We have found a rich deposit of rare metals just like our geologists predicted! It is good to see that our efforts have paid off. Lets put the gained resources to good use! 

<effect> A new rare metal deposit has been revealed.","Znaleźliśmy obfite złoże rzadkich metali, dokładnie jak przewidzieli nasi geolodzy! Dobrze wiedzieć, że nasze wysiłki się opłaciły. Zróbmy dobry użytek z tego odkrycia! 

<effect> Na mapie pojawiło się nowe złoże rzadkich metali.",We have found a rich deposit of rare metals just like our geologists predicted! It is good to see that our efforts have paid off. Lets put the gained resources to good use! ,"Znaleźliśmy obfite złoże rzadkich metali, dokładnie jak przewidzieli nasi geolodzy! Dobrze wiedzieć, że nasze wysiłki się opłaciły. Zróbmy dobry użytek z tego odkrycia! ",OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00118),Scenario UndergroundAnomalies_FollowUps text,,,,1006192,,
13503,Terrific news!,Fantastyczne wieści!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_FollowUps.lua(00120),Scenario UndergroundAnomalies_FollowUps choice1,,,,1005383,,
14066,Rare Anomaly Analyzed: Rumbles,Zbadano rzadką anomalię: dudnienie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00013),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14067,"The probe's drill picked up rumbles coming from deeper within Mars. Something that may indicate Mars is still more volcanically active than we thought. This must be related to the underground Marsquakes we occasionally experience.

Mars was long thought to be volcanically extinct. But earlier studies already indicated there might be a fault line near the Cerberus Fossae. The readings from our probe indicate much more magma flows than our most optimistic predictions.

How should we prepare our colony for this?","Wiertło sondy wykryło jakieś dudnienie dochodzące z większej głębokości. To może wskazywać, że Mars pozostaje bardziej aktywny wulkanicznie, niż przypuszczaliśmy. Być może ma to związek z podziemnymi trzęsieniami Marsa, jakich od czasu do czasu doświadczamy.

Przez długi czas uważano, że wszelka aktywność wulkaniczna na Marsie już wygasła. Jednak wcześniejsze badania wykryły już, że w okolicy Rowów Cerbera może się znajdować uskok tektoniczny. Odczyty z naszej sondy wskazują na obecność znacznie większej liczby strumieni magmy, niż zakładają nasze najbardziej optymistyczne przewidywania.

Jak przygotujemy kolonię na coś takiego?",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00014),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14068,Investigate ways to capture asteroids and get Exotic Minerals,Zbadaj sposoby przechwytywania asteroid i pozyskiwania egzotycznych minerałów,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00016),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14069,Explore the underground as fast as possible,Jak najszybciej zbadaj podziemie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00017),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14070,Start building support struts now,Rozpocznij od razu budowę wsporników,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00018),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14071,Let's just stick to the surface,Trzymajmy się powierzchni,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00019),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14073,"It seems we already had the <text_param1> breakthrough.

<effect> Gain <research(reg_param1)> Research","Wygląda na to, że dysponujemy już przełomową technologią „<text_param1>”.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00058),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14074,Capture Asteroids,Przechwyć asteroidy,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00061),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14079,Nearby Collapsed Tunnels Opened,Pobliskie zawalone tunele zostały otwarte,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00095),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14080,"We've pushed safety protocols as far as we could and cleared a few nearby Collapsed Tunnels. Going any further would risk new collapses, but this should enable us to explore further again.

<effect> Cleared nearby Collapsed Tunnels","Nagięliśmy zasady BHP na ile się dało i oczyściliśmy kilka zawalonych tuneli w okolicy. Posunięcie się dalej doprowadziłoby do nowych zawałów, ale przynajmniej możemy przez jakiś czas kontynuować eksplorację.

<effect> Oczyszczono pobliskie zawalone tunele.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00096),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14081,Tunnel Support Available,Dostępne stemple tunelowe,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00139),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14082,"Our researchers pulled a few all nighters and successfully researched Low-G Tunnel Supports. Our probes also found a few Exotic Minerals, which we need for building these Support Struts.

<effect> Researched Low-G Tunnel Supports
<effect> Found Exotic Minerals (<preciousminerals(reg_param1)>)","Nasi uczeni poświęcili kilka nocy i opracowali stemple niskograwitacyjne. Ponadto nasze sondy znalazły nieco egzotycznych minerałów, co się dobrze składa, bo potrzebujemy ich do budowy stempli.

<effect> Opracowano stemple niskograwitacyjne.
<effect> Znaleziono egzotyczne minerały (<preciousminerals(reg_param1)>)",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00140),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14084,Sticking to the surface,Trzymamy się powierzchni,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00156),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14085,"It'll be difficult to maintain our colony on Mars without having infrastructure set up on the surface. We will do our best to secure a stable colony for you.

<effect> Unlocked a random breakthrough","Trudno będzie utrzymać naszą kolonię na Marsie bez stworzenia infrastruktury na powierzchni. Zrobimy, co w naszej mocy, by zapewnić ci stabilizację.

<effect> Odblokowano losową przełomową technologię.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00157),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14087,Rare Anomaly Analyzed: Failed Recon,Zbadano rzadką anomalię: nieudany zwiad,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00184),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14088,"We've found the buried remains of an earlier reconnaissance mission. The mission took place a couple years before our first rocket was launched to Mars. It seems a malfunction caused it to crash into the Martian surface at full speed, crashing into a lava tube and getting buried down here.

Most of the rocket is unusable, but our scans show the cargo is mostly intact. We could blow a hole into the side and retrieve its resources. The engines are still unstable, and may explode while we're busy.

We won't be able to salvage all resources without destroying the rest. Which resources would you like us to retrieve.","Znaleźliśmy zasypane szczątki wcześniejszej misji zwiadowczej, która odbyła się kilka lat przed startem na Marsa naszej pierwszej rakiety. Wygląda na to, że jakaś awaria spowodowała uderzenie tego statku z pełną prędkością w powierzchnię planety. Wbił się aż do podziemnego tunelu magmowego i tam została zasypana przez rumosz.

Większość tej rakiety nie nadaje się do użytku, ale skany pokazują, że większość ładunku jest nietknięta. Moglibyśmy wykonać otwór w kadłubie i zabrać te surowce. Jednak silniki są wciąż niestabilne i mogą wybuchnąć podczas tych działań.

Nie będziemy w stanie odzyskać wszystkich surowców – część z nich zostanie zniszczona. Co mamy wydostać z rakiety?",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00185),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14089,Exotic Minerals (<preciousminerals(choice_param1)>),Egzotyczne minerały (<preciousminerals(choice_param1)>),,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00187),Scenario UndergroundAnomalies_Rare choice1,,,,1009935,,
14090,Electronics (<electronics(choice_param2)>),Artykuły elektroniczne (<electronics(choice_param2)>),,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00188),Scenario UndergroundAnomalies_Rare choice2,,,,1009935,,
14091,Machine Parts (<machineparts(choice_param3)>),Części maszyn (<machineparts(choice_param3)>),,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00189),Scenario UndergroundAnomalies_Rare choice3,,,,1009935,,
14092,Polymers (<polymers(choice_param4)>),Polimery (<polymers(choice_param4)>),,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00190),Scenario UndergroundAnomalies_Rare choice4,,,,1009935,,
14093,The Rocket blew up,Rakieta wybuchła,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00244),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14094,"While we were retrieving the resources, something set off the engine and what fuel was still remaining within the rocket's tanks. The whole thing exploded.

Fortunately we were still able to retrieve the resources you requested and there was no other damage to equipment or personnel.","Gdy wydobywaliśmy surowce z wraku, coś spowodowało eksplozję silnika i resztek paliwa, które pozostały w zbiornikach rakiety.

Na szczęście udało się nam zdobyć te materiały bez ofiar w ludziach i uszkodzeń sprzętu.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00245),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14095,That's a relief,Co za ulga.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00248),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14096,Rare Anomaly Analyzed: Buried Lakes,Zbadano rzadką anomalię: podziemne jeziora,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00258),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14097,"We have discovered evidence of buried lakes underneath the surface of Mars. Understanding more about Mars will give us an easier time to build and expand here.

Even before arriving on Mars, studies proposed the existence of lakes of liquid water buried underground. Most of these were thought to be around the poles. Now we've actually found one, we can do a thorough study to investigate their origins, salinity and much more.

This will greatly help our research on Mars. Which tech field should we prioritize?

<effect> Reduces the costs of the chosen tech field by <reg_param1>%","Odkryliśmy dowód na istnienie podziemnych jezior pod powierzchnią Marsa. Poszerzenie naszej wiedzy o planecie ułatwi nam ekspansję i budowę kolonii w podziemiu.

Jeszcze przed przybyciem ludzi na Marsa pewne badania dostarczały wskazań o istnieniu jezior ciekłej wody, ukrytych pod powierzchnią globu. Uważano, że większość z nich znajduje się w okolicach podbiegunowych. Skoro znaleźliśmy jedno z tych jezior, możemy przeprowadzić dokładne badania jego pochodzenia, zasolenia i innych właściwości.

Będzie to bardzo pomocne dla naszych badań Marsa. Która dziedzina powinna stać się naszym priorytetem?

<effect> Koszt badań w wybranej dziedzinie maleje o <reg_param1>%",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00259),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14099,Biotech,Biotechnologia,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00262),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14100,Engineering,Inżynieria,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00263),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14101,Robotics,Robotyka,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00264),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14102,Physics,Fizyka,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00265),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14103,Rare Anomaly Analyzed: Wonder,Zbadano rzadką anomalię: cud,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00328),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14104,"Our probes found what appears to be an alien tomb. Large basalt slabs protect a small chamber from the crushing weight of the martian surface. Within it lies a metallic box, almost shaped like a coffin. Our probes carefully remove the lid, to find it's empty. On the outside, the coffin is filled with weird symbols and drawings.

We immediately made pictures and scans of the area, spent time analyzing the drawings which appear to be schematics for some kind of structure. But when we sent the probes back in there was nothing to find. Was this place even real...

Looking at the schematics, they are very similar to...","Nasze sondy znalazły coś, co wygląda na grobowiec kosmitów. Wielkie bloki bazaltu chronią niewielką komorę przed zmiażdżeniem przez ciężar skał. W komorze znajduje się metalowa skrzynia o kształcie przypominającym trumnę. Nasze sondy ostrożnie zdjęły jej wieko, ale skrzynia okazała się pusta. Jej zewnętrzne ścianki pokryte są dziwacznymi symbolami i rysunkami.

Natychmiast sporządziliśmy ich kopie i przeskanowaliśmy okolicę. Drobiazgowa i czasochłonna analiza rysunków wykazała, że stanowią one plan jakiejś budowli. Jednak kiedy wysłaliśmy sondy z powrotem do komory, okazało się, że nie można jej odnaleźć. Czy to miejsce w ogóle istniało naprawdę?...

Konstrukcja przedstawiona na planach wygląda zupełnie jak...",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00329),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14105,A Space Elevator,Winda kosmiczna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00331),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14106,The Excavator,Czerparka,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00332),Scenario UndergroundAnomalies_Rare choice2,,,,1009902,,
14107,Project Morpheus,Projekt Morfeusz,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00333),Scenario UndergroundAnomalies_Rare choice3,,,,1009902,,
14108,A Geoscape Dome,Kopuła krajobrazowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00334),Scenario UndergroundAnomalies_Rare choice4,,,,1009902,,
14110,the Space Elevator,Winda kosmiczna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00360),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14115,Orbital Engineering,Inżynieria orbitalna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00378),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14116,the Space Elevator,Winda kosmiczna,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00379),Scenario UndergroundAnomalies_Rare text_param2,,,,1009935,,
14117,The Excavator,Czerparka,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00415),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14118,Large Scale Excavation,Kopalnia odkrywkowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00433),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14119,The Excavator,Czerparka,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00434),Scenario UndergroundAnomalies_Rare text_param2,,,,1009902,,
14120,Project Morpheus,Projekt Morfeusz,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00488),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14326,the Dream Reality,Sen na jawie,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00489),Scenario UndergroundAnomalies_Rare text_param2,,,,1009935,,
14109,"It seems we already had <text_param1> unlocked, so we focused our efforts on techs we were currently researching.

<effect> Gain <research(reg_param1)> Research","Zdaje się, że już odblokowaliśmy technologię „<text_param1>”, więc możemy skupić wysiłki na temacie aktualnych badań.

<effect> Zdobywasz <research(reg_param1)> punktów badań.",,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00522),Scenario UndergroundAnomalies_Rare text,,,,1009935,,
14121,the Geoscape Dome,Kopuła krajobrazowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00525),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14113,New Wonder Tech Unlocked,Odblokowano nową technologię cudu,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00539),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
14114,We've researched the <text_param1> tech. Now we can build <text_param2> whenever you want.,Opracowaliśmy technologię „<text_param1>”. Teraz możemy zbudować ten obiekt (<text_param2>) w każdej chwili.,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00540),Scenario UndergroundAnomalies_Rare text,,,,1009902,,
14122,Localized Terraforming,Miejscowy terraforming,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00543),Scenario UndergroundAnomalies_Rare text_param1,,,,1009902,,
14123,the Geoscape Dome,Kopuła krajobrazowa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00544),Scenario UndergroundAnomalies_Rare text_param2,,,,1009935,,
14112,Great Work!,Znakomita robota!,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00545),Scenario UndergroundAnomalies_Rare choice1,,,,1009902,,
14124,Rare Anomaly Analyzed: Ode to Mars,Zbadano rzadką anomalię: oda do Marsa,,,OK,,,,,Trunk\Mars/Dlc/picard/Presets/Scenario/UndergroundAnomalies_Rare.lua(00560),Scenario UndergroundAnomalies_Rare title,,,,1009902,,
